,Gene Name,Gene Symbol,Chromosome,Gene Start,Gene End,Strand,Gene Length,Chromosome Length,Gene Location,Gene Sites,Transcript Sites,Gene Regulation,Transcript Regulation,Regulation Ratio,Gene Regulation Group,Isoform Count,Transcript Abundance
4457,ENSG00000127540,UQCR11,19,1597169,1605473,-1,8304,58617616,0.027318084720470377,1,1,0.00012042389210019268,0.00012042389210019268,1.0,Neutral,5,283.5
4458,ENSG00000248942,LINC01335,5,74258689,74321255,-1,62566,181538259,0.4092248785970785,4,1,6.393248729341815e-05,1.5983121823354538e-05,0.25,Predominantly Transcriptional,1,0.0
4459,ENSG00000154134,ROBO3,11,124865432,124881471,1,16039,135086622,0.9243953964590217,6,14,0.0003740881601097325,0.0008728723735893759,2.3333333333333335,Predominantly Post-Transcriptional,21,105.5
4460,ENSG00000067842,ATP2B3,23,153517642,153582939,1,65297,156040895,0.9840387707337874,17,1,0.0002603488674824265,1.5314639263672145e-05,0.058823529411764705,Predominantly Transcriptional,7,37.5
4461,ENSG00000122861,PLAU,10,73909177,73917496,1,8319,133797422,0.5524272096961629,5,2,0.0006010337780983291,0.00024041351123933166,0.4,Predominantly Transcriptional,5,468.5
4462,ENSG00000145526,CDH18,5,19471296,20575873,-1,1104577,181538259,0.1102995292028222,19,6,1.7201154831215933e-05,5.431943630910294e-06,0.3157894736842105,Predominantly Transcriptional,12,295.5
4463,ENSG00000118689,FOXO3,6,108559835,108684774,1,124939,170805979,0.6359397085274163,38,113,0.00030414842443112237,0.000904441367387285,2.973684210526316,Predominantly Post-Transcriptional,3,977.0
4464,ENSG00000084674,APOB,2,21001429,21044073,-1,42644,242193529,0.08680145620240745,3,1,7.034987337022793e-05,2.344995779007598e-05,0.3333333333333333,Predominantly Transcriptional,3,22.5
4465,ENSG00000109466,KLHL2,4,165207561,165323156,1,115595,190214555,0.8688365540691668,18,28,0.00015571607768502098,0.00024222500973225484,1.5555555555555556,Predominantly Post-Transcriptional,10,489.0
4466,ENSG00000090905,TNRC6A,16,24610209,24827632,1,217423,90338345,0.2736260056568448,24,140,0.00011038390602650133,0.0006439061184879244,5.833333333333333,Predominantly Post-Transcriptional,17,979.0
4467,ENSG00000088256,GNA11,19,3094362,3123999,1,29637,58617616,0.05304174260515815,5,51,0.0001687080338765732,0.0017208219455410467,10.2,Predominantly Post-Transcriptional,7,878.5
4468,ENSG00000107164,FUBP3,9,130578965,130638352,1,59387,138394717,0.9437402043316436,5,97,8.419351036422112e-05,0.0016333541010658899,19.4,Predominantly Post-Transcriptional,6,638.5
4469,ENSG00000166924,NYAP1,7,100483927,100494802,1,10875,159345973,0.6306363606691209,3,2,0.00027586206896551725,0.0001839080459770115,0.6666666666666666,Predominantly Transcriptional,4,31.0
4470,ENSG00000178852,EFCAB13,17,47323290,47441312,1,118022,83257441,0.5691059012971585,3,9,2.541898967989019e-05,7.625696903967056e-05,3.0,Predominantly Post-Transcriptional,13,13.0
4471,ENSG00000168438,CDC40,6,110180141,110254275,1,74134,170805979,0.6452772241655546,5,39,6.744543664175682e-05,0.0005260744058057031,7.8,Predominantly Post-Transcriptional,7,361.5
4472,ENSG00000222047,C10orf55,10,73909969,73922777,-1,12808,133797422,0.552449904453316,3,2,0.00023422860712054967,0.0001561524047470331,0.6666666666666666,Predominantly Transcriptional,2,7.5
4473,ENSG00000183166,CALN1,7,71779491,72447151,-1,667660,159345973,0.4525581641150103,1,5,1.4977683251954588e-06,7.488841625977294e-06,5.0,Predominantly Post-Transcriptional,6,392.0
4474,ENSG00000097007,ABL1,9,130713016,130887675,1,174659,138394717,0.9451252788789618,29,145,0.00016603782227082487,0.0008301891113541243,5.0,Predominantly Post-Transcriptional,3,2508.5
4475,ENSG00000165617,DACT1,14,58633967,58648321,1,14354,107043718,0.5478242450435065,3,10,0.0002090009753378849,0.0006966699177929497,3.3333333333333335,Predominantly Post-Transcriptional,6,335.0
4476,ENSG00000133243,BTBD2,19,1985438,2034881,-1,49443,58617616,0.03429275424643677,8,12,0.00016180247962300023,0.00024270371943450035,1.5,Predominantly Post-Transcriptional,11,450.5
4477,ENSG00000148677,ANKRD1,10,90912096,90921087,-1,8991,133797422,0.6795092920400215,1,1,0.00011122233344455567,0.00011122233344455567,1.0,Neutral,1,4285.5
4478,ENSG00000128536,CDHR3,7,105876796,106036432,1,159636,159345973,0.6649469202462995,22,42,0.00013781352577112933,0.0002630985491994287,1.9090909090909092,Predominantly Post-Transcriptional,14,57.5
4479,ENSG00000039560,RAI14,5,34656328,34832612,1,176284,181538259,0.1913892431897785,32,80,0.00018152526604796806,0.00045381316511992014,2.5,Predominantly Post-Transcriptional,28,1839.0
4480,ENSG00000139974,SLC38A6,14,60981114,61083733,1,102619,107043718,0.5701635242154052,10,25,9.744784104308169e-05,0.00024361960260770423,2.5,Predominantly Post-Transcriptional,20,112.5
4481,ENSG00000124181,PLCG1,20,41136960,41196801,1,59841,64444167,0.638799171692296,10,95,0.00016710950685984525,0.0015875403151685299,9.5,Predominantly Post-Transcriptional,21,1726.0
4482,ENSG00000235618,FAM21EP,10,50021182,50067803,-1,46621,133797422,0.3740318143050619,4,2,8.579824542588104e-05,4.289912271294052e-05,0.5,Predominantly Transcriptional,2,40.5
4483,ENSG00000151729,SLC25A4,4,185143266,185150382,1,7116,190214555,0.9733578169136426,1,7,0.0001405283867341203,0.0009836987071388421,7.0,Predominantly Post-Transcriptional,2,182.0
4484,ENSG00000180979,LRRC57,15,42537820,42548802,-1,10982,101991189,0.41712731675282266,2,4,0.00018211619012930248,0.00036423238025860496,2.0,Predominantly Post-Transcriptional,6,229.5
4485,ENSG00000099290,WASHC2A,10,50067888,50133509,1,65621,133797422,0.3744518971374501,3,13,4.5717072278691275e-05,0.0001981073132076622,4.333333333333333,Predominantly Post-Transcriptional,9,1389.0
4486,ENSG00000188710,QRFP,9,130892707,130896812,-1,4105,138394717,0.9458074870011115,2,1,0.00048721071863581,0.000243605359317905,0.5,Predominantly Transcriptional,2,11.0
4487,ENSG00000146425,DYNLT1,6,158636474,158644743,-1,8269,170805979,0.9287766706339946,2,2,0.00024186721489902045,0.00024186721489902045,1.0,Neutral,3,831.0
4488,ENSG00000109775,UFSP2,4,185399537,185425979,-1,26442,190214555,0.9747558907886938,3,1,0.00011345586566825505,3.781862188941835e-05,0.3333333333333333,Predominantly Transcriptional,9,419.5
4489,ENSG00000083642,PDS5B,13,32586452,32778019,1,191567,114364328,0.2857729859611469,22,114,0.00011484232670553906,0.000595092056565066,5.181818181818182,Predominantly Post-Transcriptional,9,612.0
4490,ENSG00000256061,DNAAF4,15,55410525,55508234,-1,97709,101991189,0.543766378681986,5,2,5.1172358738703705e-05,2.046894349548148e-05,0.4,Predominantly Transcriptional,7,1.5
4491,ENSG00000188554,NBR1,17,43170481,43211689,1,41208,83257441,0.5187654638580592,3,41,7.280139778683751e-05,0.0009949524364201126,13.666666666666666,Predominantly Post-Transcriptional,9,1985.0
4492,ENSG00000130711,PRDM12,9,130664594,130682986,1,18392,138394717,0.9442108256198826,2,1,0.00010874293170943889,5.437146585471944e-05,0.5,Predominantly Transcriptional,1,1.5
4493,ENSG00000006453,BAIAP2L1,7,98291650,98401090,-1,109440,159345973,0.6171876712566812,9,7,8.223684210526316e-05,6.396198830409357e-05,0.7777777777777778,Predominantly Transcriptional,5,615.0
4494,ENSG00000112038,OPRM1,6,154010496,154246867,1,236371,170805979,0.9023611609052632,18,5,7.61514737425488e-05,2.1153187150708e-05,0.2777777777777778,Predominantly Transcriptional,23,0.0
4495,ENSG00000063601,MTMR1,23,150692971,150765108,1,72137,156040895,0.9659585681048548,8,75,0.00011090009287882778,0.0010396883707390104,9.375,Predominantly Post-Transcriptional,14,356.0
4496,ENSG00000186666,BCDIN3D,12,49836043,49843106,-1,7063,133275309,0.37395954940160747,3,3,0.0004247486903582047,0.0004247486903582047,1.0,Neutral,2,46.0
4497,ENSG00000007264,MATK,19,3777970,3802129,-1,24159,58617616,0.06465717575412824,5,3,0.00020696220870069127,0.00012417732522041475,0.6,Predominantly Transcriptional,16,17.0
4498,ENSG00000274925,ZKSCAN2-DT,16,25257952,25261066,1,3114,90338345,0.27961004820267626,2,2,0.0006422607578676942,0.0006422607578676942,1.0,Neutral,1,18.0
4499,ENSG00000149571,KIRREL3,11,126423358,127003460,-1,580102,135086622,0.9380159717073983,24,12,4.137203457323023e-05,2.0686017286615114e-05,0.5,Predominantly Transcriptional,10,332.5
4500,ENSG00000258279,LINC00592,12,52164115,52223813,1,59698,133275309,0.39162515841550216,18,1,0.0003015176387818687,1.675097993232604e-05,0.05555555555555555,Predominantly Transcriptional,1,9.0
4501,ENSG00000048471,SNX29,16,11976734,12574287,1,597553,90338345,0.13588372135885377,48,112,8.032760273984066e-05,0.00018743107305962817,2.3333333333333335,Predominantly Post-Transcriptional,8,287.0
4502,ENSG00000084754,HADHA,2,26190635,26244672,-1,54037,242193529,0.1082508422427752,5,3,9.252919296037899e-05,5.55175157762274e-05,0.6,Predominantly Transcriptional,4,6398.0
4503,ENSG00000128534,LSM8,7,118184144,118204035,1,19891,159345973,0.7417450675079188,5,16,0.00025136996631642454,0.0008043838922125585,3.2,Predominantly Post-Transcriptional,4,324.0
4504,ENSG00000139287,TPH2,12,71938845,72186618,1,247773,133275309,0.5407057919483046,18,3,7.264714072961946e-05,1.2107856788269909e-05,0.16666666666666666,Predominantly Transcriptional,6,1.0
4505,ENSG00000106086,PLEKHA8,7,30027404,30130483,1,103079,159345973,0.18876500568985197,10,55,9.701297063417378e-05,0.0005335713384879558,5.5,Predominantly Post-Transcriptional,8,1178.0
4506,ENSG00000103550,KNOP1,16,19701937,19718235,-1,16298,90338345,0.21818072934588298,1,4,6.135722174499939e-05,0.00024542888697999754,4.0,Predominantly Post-Transcriptional,5,574.0
4507,ENSG00000178761,FAM219B,15,74899992,74906883,-1,6891,101991189,0.7344108666092715,4,8,0.0005804672761573066,0.0011609345523146133,2.0,Predominantly Post-Transcriptional,19,88.5
4508,ENSG00000133773,CCDC59,12,82223681,82358805,-1,135124,133275309,0.6174530272520321,9,3,6.660548829223528e-05,2.2201829430745094e-05,0.3333333333333333,Predominantly Transcriptional,7,240.5
4509,ENSG00000038002,AGA,4,177430774,177442437,-1,11663,190214555,0.9328234923978347,2,3,0.0001714824659178599,0.00025722369887678983,1.5,Predominantly Post-Transcriptional,6,159.0
4510,ENSG00000149547,EI24,11,125569280,125584684,1,15404,135086622,0.929603391814772,1,22,6.491820306413918e-05,0.001428200467411062,22.0,Predominantly Post-Transcriptional,14,1524.5
4511,ENSG00000058600,POLR3E,16,22297375,22335101,1,37726,90338345,0.24702951996740696,3,73,7.952075491703334e-05,0.0019350050363144782,24.333333333333332,Predominantly Post-Transcriptional,19,830.5
4512,ENSG00000204837,FGF7P3,9,39816542,40106661,-1,290119,138394717,0.28875091742121917,11,1,3.791547606327059e-05,3.4468614602973263e-06,0.09090909090909091,Predominantly Transcriptional,1,3.0
4513,ENSG00000257219,LNCOG,12,76259836,76305969,1,46133,133275309,0.5723708545294013,4,1,8.670582879934104e-05,2.167645719983526e-05,0.25,Predominantly Transcriptional,2,8.0
4514,ENSG00000050438,SLC4A8,12,51391317,51515763,1,124446,133275309,0.38606956071660653,8,17,6.428491072433023e-05,0.00013660543528920175,2.125,Predominantly Post-Transcriptional,18,214.0
4515,ENSG00000165792,METTL17,14,20989973,20997035,1,7062,107043718,0.19612084101936744,1,15,0.0001416029453412631,0.0021240441801189465,15.0,Predominantly Post-Transcriptional,25,968.0
4516,ENSG00000133872,SARAF,8,30063003,30083208,-1,20205,145138636,0.20720261901868775,4,3,0.0001979707993071022,0.00014847809948032666,0.75,Predominantly Transcriptional,14,2754.5
4517,ENSG00000196459,TRAPPC2,23,13712244,13734635,-1,22391,156040895,0.08794771075877257,6,5,0.00026796480728864277,0.00022330400607386896,0.8333333333333334,Predominantly Transcriptional,8,103.5
4518,ENSG00000269955,FMC1-LUC7L2,7,139341360,139422599,1,81239,159345973,0.8747129084962819,13,170,0.00016002166447149767,0.0020925909969349695,13.076923076923077,Predominantly Post-Transcriptional,1,0.0
4519,ENSG00000137824,RMDN3,15,40735884,40755851,-1,19967,101991189,0.3995037992938782,6,4,0.0003004958180998648,0.00020033054539990986,0.6666666666666666,Predominantly Transcriptional,11,396.5
4520,ENSG00000164164,OTUD4,4,145110838,145180589,-1,69751,190214555,0.7630631288967346,4,31,5.734684807386274e-05,0.00044443807257243625,7.75,Predominantly Post-Transcriptional,10,592.5
4521,ENSG00000214866,DCDC2C,2,3703575,3848008,1,144433,242193529,0.015589976807348969,6,3,4.1541752923500864e-05,2.0770876461750432e-05,0.5,Predominantly Transcriptional,3,0.0
4522,ENSG00000217442,SYCE3,22,50551112,50562919,-1,11807,50818468,0.9948551676134747,1,1,8.469551960701279e-05,8.469551960701279e-05,1.0,Neutral,2,2.0
4523,ENSG00000105967,TFEC,7,115935148,116159896,-1,224748,159345973,0.7282739551880612,20,1,8.898855607168918e-05,4.449427803584459e-06,0.05,Predominantly Transcriptional,9,3.5
4524,ENSG00000226968,LINC00423,13,32877431,32911650,-1,34219,114364328,0.2876293777549237,6,1,0.0001753411847219381,2.9223530786989683e-05,0.16666666666666666,Predominantly Transcriptional,1,0.0
4525,ENSG00000205560,CPT1B,22,50568861,50578465,-1,9604,50818468,0.9951827552141084,1,2,0.00010412328196584757,0.00020824656393169514,2.0,Predominantly Post-Transcriptional,13,12.5
4526,ENSG00000012048,BRCA1,17,43044295,43170245,-1,125950,83257441,0.5177587670512237,7,20,5.5577610162763e-05,0.00015879317189360857,2.857142857142857,Predominantly Post-Transcriptional,29,1701.0
4527,ENSG00000124208,PEDS1-UBE2V1,20,50081124,50153637,-1,72513,64444167,0.7776868385931655,19,5,0.000262021982265249,6.895315322769711e-05,0.2631578947368421,Predominantly Transcriptional,1,0.0
4528,ENSG00000119457,SLC46A2,9,112878920,112890876,-1,11956,138394717,0.8156734624487147,2,4,0.00016728002676480428,0.00033456005352960856,2.0,Predominantly Post-Transcriptional,2,0.0
4529,ENSG00000180660,MAB21L1,13,35473789,35476689,-1,2900,114364328,0.3101949674377486,3,2,0.0010344827586206897,0.000689655172413793,0.6666666666666666,Predominantly Transcriptional,1,12.0
4530,ENSG00000236289,GACAT3,2,16013928,16087201,1,73273,242193529,0.06627164881849507,4,1,5.459036752964939e-05,1.3647591882412348e-05,0.25,Predominantly Transcriptional,2,0.0
4531,ENSG00000124486,USP9X,23,41085445,41236579,1,151134,156040895,0.26378349085988,19,270,0.00012571625180303573,0.0017864941045694549,14.210526315789474,Predominantly Post-Transcriptional,8,6782.0
4532,ENSG00000136867,SLC31A2,9,113150976,113164140,1,13164,138394717,0.8176436243588692,1,4,7.596475235490732e-05,0.00030385900941962927,4.0,Predominantly Post-Transcriptional,3,5.5
4533,ENSG00000143867,OSR1,2,19351485,19358623,-1,7138,242193529,0.07991565290747302,1,1,0.00014009526478005044,0.00014009526478005044,1.0,Neutral,3,11.5
4534,ENSG00000183779,ZNF703,8,37695782,37700019,1,4237,145138636,0.2597371832817831,3,23,0.0007080481472740147,0.005428369129100779,7.666666666666667,Predominantly Post-Transcriptional,1,183.0
4535,ENSG00000056586,RC3H2,9,122844556,122905359,-1,60803,138394717,0.8878587287403463,1,3,1.6446556913310198e-05,4.9339670739930594e-05,3.0,Predominantly Post-Transcriptional,10,877.0
4536,ENSG00000178538,CA8,8,60185412,60281400,-1,95988,145138636,0.41500600846214375,12,5,0.00012501562695336918,5.208984456390382e-05,0.4166666666666667,Predominantly Transcriptional,4,28.5
4537,ENSG00000230448,LINC00276,2,13710531,14400963,-1,690432,242193529,0.058035188049966435,6,5,8.690211345939933e-06,7.241842788283278e-06,0.8333333333333334,Predominantly Transcriptional,2,1.5
4538,ENSG00000163026,WDCP,2,24029347,24049575,-1,20228,242193529,0.09925723903217909,6,1,0.00029661854854656913,4.943642475776152e-05,0.16666666666666666,Predominantly Transcriptional,3,616.5
4539,ENSG00000183891,TTC32,2,19896631,19901983,-1,5352,242193529,0.08216283515981139,3,2,0.0005605381165919282,0.0003736920777279522,0.6666666666666666,Predominantly Transcriptional,4,43.0
4540,ENSG00000020181,ADGRA2,8,37784191,37844896,1,60705,145138636,0.26054084937107996,24,50,0.0003953545836422041,0.0008236553825879252,2.0833333333333335,Predominantly Post-Transcriptional,3,312.0
4541,ENSG00000231742,LINC01273,20,50171809,50176676,1,4867,64444167,0.7785691837711239,3,1,0.0006163961372508733,0.0002054653790836244,0.3333333333333333,Predominantly Transcriptional,2,1.5
4542,ENSG00000157851,DPYSL5,2,26847747,26950351,1,102604,242193529,0.11106427620533164,14,60,0.0001364469221472847,0.000584772523488363,4.285714285714286,Predominantly Post-Transcriptional,7,163.5
4543,ENSG00000277449,CEBPB-AS1,20,50184598,50191498,-1,6900,64444167,0.7787834079692582,4,2,0.0005797101449275362,0.0002898550724637681,0.5,Predominantly Transcriptional,1,11.0
4544,ENSG00000139618,BRCA2,13,32315086,32400268,1,85182,114364328,0.28293505121631984,2,65,2.3479138785189358e-05,0.0007630720105186541,32.5,Predominantly Post-Transcriptional,7,771.0
4545,ENSG00000172216,CEBPB,20,50190830,50192668,1,1838,64444167,0.7788408375268471,2,10,0.001088139281828074,0.00544069640914037,5.0,Predominantly Post-Transcriptional,1,491.0
4546,ENSG00000198794,SCAMP5,15,74957219,75021495,1,64276,101991189,0.7352532874187789,10,13,0.00015557906528097578,0.00020225278486526852,1.3,Predominantly Post-Transcriptional,18,181.5
4547,ENSG00000196396,PTPN1,20,50510321,50585241,1,74920,64444167,0.7843654957942121,16,65,0.00021356113187399894,0.0008675920982381207,4.0625,Predominantly Post-Transcriptional,2,876.5
4548,ENSG00000164031,DNAJB14,4,99896248,99946618,-1,50370,190214555,0.525309080580085,2,3,3.970617431010522e-05,5.955926146515783e-05,1.5,Predominantly Post-Transcriptional,12,567.0
4549,ENSG00000225839,TRMT2B-AS1,23,101043564,101094476,-1,50912,156040895,0.6477085382008351,4,4,7.856693903205531e-05,7.856693903205531e-05,1.0,Neutral,1,0.0
4550,ENSG00000126950,TMEM35A,23,101078879,101096367,1,17488,156040895,0.6478277569479463,2,3,0.00011436413540713633,0.00017154620311070448,1.5,Predominantly Post-Transcriptional,2,0.5
4551,ENSG00000102384,CENPI,23,101098188,101166126,1,67938,156040895,0.6481131564901624,1,71,1.4719302893814948e-05,0.0010450705054608615,71.0,Predominantly Post-Transcriptional,5,681.0
4552,ENSG00000225137,DYNC1I2P1,10,50264978,50266815,1,1837,133797422,0.37568658460399934,1,5,0.0005443658138268917,0.0027218290691344584,5.0,Predominantly Post-Transcriptional,1,532.5
4553,ENSG00000142347,MYO1F,19,8520778,8577577,-1,56799,58617616,0.14584655745808564,6,13,0.00010563566259969366,0.00022887726896600292,2.1666666666666665,Predominantly Post-Transcriptional,22,17.0
4554,ENSG00000131931,THAP1,8,42836674,42843325,-1,6651,145138636,0.29516606108934357,1,1,0.00015035333032626674,0.00015035333032626674,1.0,Neutral,4,168.5
4555,ENSG00000273415,LINC02725,11,128095758,128183671,1,87913,135086622,0.948574422861799,7,2,7.962417389919579e-05,2.2749763971198798e-05,0.2857142857142857,Predominantly Transcriptional,1,1.0
4556,ENSG00000153443,UBALD1,16,4608883,4615027,-1,6144,90338345,0.051052020047522455,3,3,0.00048828125,0.00048828125,1.0,Neutral,9,86.0
4557,ENSG00000106049,HIBADH,7,27525442,27662883,-1,137441,159345973,0.17317138287517314,10,4,7.27584927350645e-05,2.91033970940258e-05,0.4,Predominantly Transcriptional,4,718.0
4558,ENSG00000246985,SOCS2-AS1,12,93542022,93571768,-1,29746,133275309,0.7019822028700005,7,3,0.00023532575808512068,0.00010085389632219458,0.42857142857142855,Predominantly Transcriptional,4,2.0
4559,ENSG00000213397,HAUS7,23,153447668,153495516,-1,47848,156040895,0.9835344253825256,5,3,0.00010449757565624477,6.269854539374686e-05,0.6,Predominantly Transcriptional,10,16.0
4560,ENSG00000171448,ZBTB26,9,122915566,122931512,-1,15946,138394717,0.8882097645389166,1,2,6.271165182490907e-05,0.00012542330364981815,2.0,Predominantly Post-Transcriptional,2,127.0
4561,ENSG00000197798,FAM118B,11,126211724,126262984,1,51260,135086622,0.9344918995753703,4,17,7.803355442840422e-05,0.0003316426063207179,4.25,Predominantly Post-Transcriptional,9,234.0
4562,ENSG00000104738,MCM4,8,47960185,47978160,1,17975,145138636,0.3305058792201961,4,55,0.00022253129346314326,0.00305980528511822,13.75,Predominantly Post-Transcriptional,16,4911.0
4563,ENSG00000197122,SRC,20,37344685,37406050,1,61365,64444167,0.5799650959876632,15,43,0.0002444390124663896,0.0007007251690703169,2.8666666666666667,Predominantly Post-Transcriptional,11,439.0
4564,ENSG00000136098,NEK3,13,52132639,52159861,-1,27222,114364328,0.45596604213859415,2,1,7.346998751010212e-05,3.673499375505106e-05,0.5,Predominantly Transcriptional,10,95.5
4565,ENSG00000011454,RABGAP1,9,122940833,123104866,1,164033,138394717,0.8889273533468767,5,121,3.0481671371004616e-05,0.0007376564471783117,24.2,Predominantly Post-Transcriptional,13,639.5
4566,ENSG00000111530,CAND1,12,67269358,67319953,1,50595,133275309,0.504929652798629,9,84,0.00017788319003854134,0.001660243107026386,9.333333333333334,Predominantly Post-Transcriptional,8,2478.5
4567,ENSG00000127586,CHTF18,16,788046,800737,1,12691,90338345,0.008793513983458519,4,44,0.0003151839886533764,0.0034670238751871407,11.0,Predominantly Post-Transcriptional,19,799.5
4568,ENSG00000181915,ADO,10,62804720,62808479,1,3759,133797422,0.4694156177388829,2,14,0.0005320563979781857,0.0037243947858473,7.0,Predominantly Post-Transcriptional,1,537.0
4569,ENSG00000254413,CHKB-CPT1B,22,50568869,50582965,-1,14096,50818468,0.9952271091682654,3,2,0.00021282633371169125,0.00014188422247446084,0.6666666666666666,Predominantly Transcriptional,3,2.0
4570,ENSG00000145431,PDGFC,4,156760454,156971799,-1,211345,190214555,0.8246799331418145,45,5,0.000212921999574156,2.3657999952684e-05,0.1111111111111111,Predominantly Transcriptional,9,453.0
4571,ENSG00000165506,DNAAF2,14,49625174,49635244,-1,10070,107043718,0.4636442934465337,1,5,9.930486593843098e-05,0.0004965243296921549,5.0,Predominantly Post-Transcriptional,2,504.0
4572,ENSG00000134323,MYCN,2,15940550,15947007,1,6457,242193529,0.06583073695581684,6,2,0.0009292240978782717,0.0003097413659594239,0.3333333333333333,Predominantly Transcriptional,1,28.0
4573,ENSG00000203805,PLPP4,10,120457227,120592065,1,134838,133797422,0.9007994638342135,9,8,6.674676278200507e-05,5.933045580622673e-05,0.8888888888888888,Predominantly Transcriptional,4,326.0
4574,ENSG00000112769,LAMA4,6,112107931,112254939,-1,147008,170805979,0.6567769796864078,31,6,0.00021087287766652154,4.081410535481062e-05,0.1935483870967742,Predominantly Transcriptional,22,247.0
4575,ENSG00000084710,EFR3B,2,25042076,25159135,1,117059,242193529,0.10363862983308691,14,29,0.00011959780965154324,0.00024773831999248244,2.0714285714285716,Predominantly Post-Transcriptional,5,309.5
4576,ENSG00000230109,LINC02643,10,21340233,21372950,-1,32717,133797422,0.15961885648289995,8,6,0.000244521196931259,0.00018339089769844424,0.75,Predominantly Transcriptional,1,1.0
4577,ENSG00000170632,ARMC10,7,103074881,103099759,1,24878,159345973,0.6469402273504584,3,24,0.00012058847174210146,0.0009647077739368116,8.0,Predominantly Post-Transcriptional,11,854.0
4578,ENSG00000100288,CHKB,22,50578959,50601455,-1,22496,50818468,0.9955083061535818,4,14,0.00017780938833570413,0.0006223328591749644,3.5,Predominantly Post-Transcriptional,12,8.0
4579,ENSG00000204682,MIR1915HG,10,21492658,21497260,-1,4602,133797422,0.16065301317988026,2,1,0.000434593654932638,0.000217296827466319,0.5,Predominantly Transcriptional,1,336.0
4580,ENSG00000156500,PABIR3,23,134796395,134854835,1,58440,156040895,0.8640402568826588,6,21,0.0001026694045174538,0.0003593429158110883,3.5,Predominantly Post-Transcriptional,13,20.5
4581,ENSG00000180592,SKIDA1,10,21513475,21526368,-1,12893,133797422,0.16083958254442302,5,4,0.000387807337314822,0.0003102458698518576,0.8,Predominantly Transcriptional,3,37.0
4582,ENSG00000232070,TMEM253,14,21098811,21103724,1,4913,107043718,0.19712756520658223,4,1,0.0008141664970486464,0.0002035416242621616,0.25,Predominantly Transcriptional,6,1.0
4583,ENSG00000234832,NXT1-AS1,20,23346941,23351486,-1,4545,64444167,0.3623169417334543,1,4,0.00022002200220022002,0.0008800880088008801,4.0,Predominantly Post-Transcriptional,1,4.5
4584,ENSG00000132661,NXT1,20,23350791,23354771,1,3980,64444167,0.36237229973040075,1,8,0.0002512562814070352,0.0020100502512562816,8.0,Predominantly Post-Transcriptional,1,374.0
4585,ENSG00000152463,OLAH,10,15032227,15073853,1,41626,133797422,0.11250620359486448,5,2,0.0001201172344207947,4.804689376831788e-05,0.4,Predominantly Transcriptional,8,30.0
4586,ENSG00000125812,GZF1,20,23362182,23373062,1,10880,64444167,0.3626025921011594,2,16,0.0001838235294117647,0.0014705882352941176,8.0,Predominantly Post-Transcriptional,5,482.5
4587,ENSG00000129473,BCL2L2,14,23298790,23311751,1,12961,107043718,0.21771731153807644,2,9,0.0001543090810894221,0.0006943908649023995,4.5,Predominantly Post-Transcriptional,6,255.0
4588,ENSG00000116014,KISS1R,19,917287,921005,1,3718,58617616,0.015680371579765373,3,1,0.0008068854222700376,0.00026896180742334586,0.3333333333333333,Predominantly Transcriptional,3,0.0
4589,ENSG00000164162,ANAPC10,4,144831908,145098541,-1,266633,190214555,0.7621142582911177,7,5,2.6253314480953222e-05,1.8752367486395158e-05,0.7142857142857143,Predominantly Transcriptional,17,97.0
4590,ENSG00000236901,MIR600HG,9,123109494,123115477,-1,5983,138394717,0.8895750370297734,1,4,0.00016714023065351831,0.0006685609226140733,4.0,Predominantly Post-Transcriptional,2,16.0
4591,ENSG00000165209,STRBP,9,123109500,123268586,-1,159086,138394717,0.8901282192729943,13,11,8.171680726148121e-05,6.914499075971487e-05,0.8461538461538461,Predominantly Transcriptional,10,673.5
4592,ENSG00000125814,NAPB,20,23374519,23421519,-1,47000,64444167,0.3630742717180284,7,1,0.00014893617021276596,2.1276595744680852e-05,0.14285714285714285,Predominantly Transcriptional,7,64.0
4593,ENSG00000263155,MYZAP,15,57591904,57685364,1,93460,101991189,0.5651334646172229,13,3,0.00013909693986732292,3.209929381553606e-05,0.23076923076923078,Predominantly Transcriptional,4,10.5
4594,ENSG00000258643,BCL2L2-PABPN1,14,23306833,23326175,1,19342,107043718,0.21782225464179036,2,28,0.00010340192327577293,0.001447626925860821,14.0,Predominantly Post-Transcriptional,3,0.0
4595,ENSG00000243317,STMP1,7,135662496,135693418,1,30922,159345973,0.8514677493606946,5,19,0.00016169717353340665,0.0006144492594269452,3.8,Predominantly Post-Transcriptional,4,328.5
4596,ENSG00000254699,LINC02695,11,86192787,86193482,-1,695,135086622,0.6380582564274944,1,1,0.0014388489208633094,0.0014388489208633094,1.0,Neutral,1,0.0
4597,ENSG00000236753,MKLN1-AS,7,131309469,131328312,-1,18843,159345973,0.824111761519069,1,2,5.307010560951016e-05,0.00010614021121902033,2.0,Predominantly Post-Transcriptional,6,28.5
4598,ENSG00000165409,TSHR,14,80954989,81146306,1,191317,107043718,0.7571733214647869,10,6,5.226927037325486e-05,3.136156222395291e-05,0.6,Predominantly Transcriptional,9,1.5
4599,ENSG00000154133,ROBO4,11,124883691,124898500,-1,14809,135086622,0.9245260089485396,3,1,0.00020257951245864002,6.752650415288001e-05,0.3333333333333333,Predominantly Transcriptional,10,14.5
4600,ENSG00000130066,SAT1,23,23783173,23786210,1,3037,156040895,0.152426013065357,2,15,0.0006585446163977609,0.004939084622983207,7.5,Predominantly Post-Transcriptional,10,86.0
